dttm,value,anomalyScore,Likelihood Score,label
2014-04-03 00:24:00,94.98,0.075,0.5,0
2014-04-03 00:29:00,93.792,0.075,0.5,0
2014-04-03 00:34:00,93.614,0.075,0.5,0
2014-04-03 00:39:00,92.624,0.1,0.5,0
2014-04-03 00:44:00,94.458,0.05,0.5,0
2014-04-03 00:49:00,94.292,0.1,0.5,0
2014-04-03 00:54:00,95.544,0.1,0.5,0
2014-04-03 00:59:00,97.416,0.15,0.5,0
2014-04-03 01:04:00,96.502,0.175,0.5,0
2014-04-03 01:09:00,94.792,0.075,0.5,0
2014-04-03 01:14:00,94.624,0.1,0.5,0
2014-04-03 01:19:00,94.334,0.1,0.5,0
2014-04-03 01:24:00,94.166,0.1,0.5,0
2014-04-03 01:29:00,93.334,0.125,0.5,0
2014-04-03 01:34:00,95.75,0.1,0.5,0
2014-04-03 01:39:00,92.708,0.1,0.5,0
2014-04-03 01:44:00,93.958,0.025,0.5,0
2014-04-03 01:49:00,93.666,0.1,0.5,0
2014-04-03 01:54:00,93.474,0.1,0.5,0
2014-04-03 01:59:00,93.334,0.1,0.5,0
2014-04-03 02:04:00,93.444,0.1,0.5,0
2014-04-03 02:09:00,93.134,0.1,0.5,0
2014-04-03 02:14:00,92.792,0.125,0.5,0
2014-04-03 02:19:00,94.718,0.075,0.5,0
2014-04-03 02:24:00,93.618,0.075,0.5,0
2014-04-03 02:29:00,95.166,0.05,0.5,0
2014-04-03 02:34:00,93.876,0.1,0.5,0
2014-04-03 02:39:00,93.126,0.05,0.5,0
2014-04-03 02:44:00,96.916,0.15,0.5,0
2014-04-03 02:49:00,97.084,0.125,0.5,0
2014-04-03 02:54:00,94.75,0.1,0.5,0
2014-04-03 02:59:00,94.032,0.1,0.5,0
2014-04-03 03:04:00,94.264,0.1,0.5,0
2014-04-03 03:09:00,94.57,0.1,0.5,0
2014-04-03 03:14:00,92.792,0.15,0.5,0
2014-04-03 03:19:00,95.386,0.1,0.5,0
2014-04-03 03:24:00,95.018,0.075,0.5,0
2014-04-03 03:29:00,95.45,0.075,0.5,0
2014-04-03 03:34:00,93.882,0.1,0.5,0
2014-04-03 03:39:00,93.5,0.1,0.5,0
2014-04-03 03:44:00,92.376,0.125,0.5,0
2014-04-03 03:49:00,91.75,0.1,0.5,0
2014-04-03 03:54:00,93.292,0.05,0.5,0
2014-04-03 03:59:00,94.84,0.05,0.5,0
2014-04-03 04:04:00,95.286,0.05,0.5,0
2014-04-03 04:09:00,93.042,0.05,0.5,0
2014-04-03 04:14:00,96.372,0.05,0.5,0
2014-04-03 04:19:00,93.25,0.025,0.5,0
2014-04-03 04:24:00,94.126,0.025,0.5,0
2014-04-03 04:29:00,93.114,0.0,0.5,0
2014-04-03 04:34:00,94.568,0.025,0.5,0
2014-04-03 04:39:00,95.542,0.025,0.5,0
2014-04-03 04:44:00,91.672,0.075,0.5,0
2014-04-03 04:49:00,90.584,0.175,0.5,0
2014-04-03 04:54:00,90.698,0.25,0.5,0
2014-04-03 04:59:00,95.556,0.05,0.5,0
2014-04-03 05:04:00,92.402,0.075,0.5,0
2014-04-03 05:09:00,91.708,0.175,0.5,0
2014-04-03 05:14:00,91.59,0.175,0.5,0
2014-04-03 05:19:00,92.448,0.1,0.5,0
2014-04-03 05:24:00,94.308,0.05,0.5,0
2014-04-03 05:29:00,94.084,0.075,0.5,0
2014-04-03 05:34:00,93.916,0.1,0.5,0
2014-04-03 05:39:00,92.916,0.075,0.5,0
2014-04-03 05:44:00,94.334,0.075,0.5,0
2014-04-03 05:49:00,93.626,0.075,0.5,0
2014-04-03 05:54:00,93.708,0.1,0.5,0
2014-04-03 05:59:00,95.458,0.025,0.5,0
2014-04-03 06:04:00,96.262,0.075,0.5,0
2014-04-03 06:09:00,94.88,0.05,0.5,0
2014-04-03 06:14:00,94.43,0.075,0.5,0
2014-04-03 06:19:00,95.61,0.075,0.5,0
2014-04-03 06:24:00,93.958,0.05,0.5,0
2014-04-03 06:29:00,91.708,0.15,0.5,0
2014-04-03 06:34:00,93.488,0.1,0.5,0
2014-04-03 06:39:00,94.236,0.1,0.5,0
2014-04-03 06:44:00,92.376,0.2,0.5,0
2014-04-03 06:49:00,92.84,0.2,0.5,0
2014-04-03 06:54:00,94.726,0.15,0.5,0
2014-04-03 06:59:00,94.584,0.125,0.5,0
2014-04-03 07:04:00,93.538,0.125,0.5,0
2014-04-03 07:09:00,94.28,0.15,0.5,0
2014-04-03 07:14:00,93.478,0.025,0.5,0
2014-04-03 07:19:00,94.052,0.025,0.5,0
2014-04-03 07:24:00,94.516,0.025,0.5,0
2014-04-03 07:29:00,93.858,0.025,0.5,0
2014-04-03 07:34:00,94.626,0.025,0.5,0
2014-04-03 07:39:00,94.546,0.025,0.5,0
2014-04-03 07:44:00,94.022,0.025,0.5,0
2014-04-03 07:49:00,94.458,0.025,0.5,0
2014-04-03 07:54:00,93.786,0.025,0.5,0
2014-04-03 07:59:00,94.666,0.025,0.5,0
2014-04-03 08:04:00,94.81,0.05,0.5,0
2014-04-03 08:09:00,95.452,0.05,0.5,0
2014-04-03 08:14:00,92.75,0.05,0.5,0
2014-04-03 08:19:00,95.084,0.05,0.5,0
2014-04-03 08:24:00,93.042,0.05,0.5,0
2014-04-03 08:29:00,93.374,0.075,0.5,0
2014-04-03 08:34:00,92.466,0.1,0.5,0
2014-04-03 08:39:00,94.958,0.05,0.5,0
2014-04-03 08:44:00,93.624,0.0,0.5,0
2014-04-03 08:49:00,95.876,0.0,0.5,0
2014-04-03 08:54:00,91.234,0.15,0.5,0
2014-04-03 08:59:00,92.946,0.05,0.5,0
2014-04-03 09:04:00,92.172,0.0,0.5,0
2014-04-03 09:09:00,93.5,0.0,0.5,0
2014-04-03 09:14:00,93.624,0.075,0.5,0
2014-04-03 09:19:00,94.042,0.075,0.5,0
2014-04-03 09:24:00,96.208,0.125,0.5,0
2014-04-03 09:29:00,94.542,0.025,0.5,0
2014-04-03 09:34:00,92.166,0.075,0.5,0
2014-04-03 09:39:00,91.166,0.125,0.5,0
2014-04-03 09:44:00,93.042,0.075,0.5,0
2014-04-03 09:49:00,91.334,0.05,0.5,0
2014-04-03 09:54:00,93.564,0.0,0.5,0
2014-04-03 09:59:00,93.542,0.0,0.5,0
2014-04-03 10:04:00,93.834,0.0,0.5,0
2014-04-03 10:09:00,92.292,0.3,0.5,0
2014-04-03 10:14:00,92.834,0.025,0.5,0
2014-04-03 10:19:00,94.334,0.025,0.5,0
2014-04-03 10:24:00,94.458,0.8,0.5,0
2014-04-03 10:29:00,94.916,0.025,0.5,0
2014-04-03 10:34:00,91.5,0.025,0.5,0
2014-04-03 10:39:00,95.5,0.05,0.5,0
2014-04-03 10:44:00,95.208,0.0,0.5,0
2014-04-03 10:49:00,95.632,0.025,0.5,0
2014-04-03 10:54:00,93.834,0.075,0.5,0
2014-04-03 10:59:00,93.848,0.0,0.5,0
2014-04-03 11:04:00,95.238,0.0,0.5,0
2014-04-03 11:09:00,95.042,0.0,0.5,0
2014-04-03 11:14:00,94.084,0.1,0.5,0
2014-04-03 11:19:00,95.338,0.0,0.5,0
2014-04-03 11:24:00,94.042,0.1,0.5,0
2014-04-03 11:29:00,90.708,0.025,0.5,0
2014-04-03 11:34:00,95.124,0.025,0.5,0
2014-04-03 11:39:00,95.142,0.0,0.5,0
2014-04-03 11:44:00,94.208,0.0,0.5,0
2014-04-03 11:49:00,92.792,0.0,0.5,0
2014-04-03 11:54:00,95.084,0.0,0.5,0
2014-04-03 11:59:00,95.96,0.025,0.5,0
2014-04-03 12:04:00,94.042,0.0,0.5,0
2014-04-03 12:09:00,93.586,0.0,0.5,0
2014-04-03 12:14:00,94.132,0.0,0.5,0
2014-04-03 12:19:00,95.084,0.0,0.5,0
2014-04-03 12:24:00,94.416,0.0,0.5,0
2014-04-03 12:29:00,96.25,0.025,0.5,0
2014-04-03 12:34:00,95.0,0.0,0.5,0
2014-04-03 12:39:00,94.292,0.0,0.5,0
2014-04-03 12:44:00,95.042,0.0,0.5,0
2014-04-03 12:49:00,92.858,0.0,0.5,0
2014-04-03 12:54:00,94.292,0.0,0.5,0
2014-04-03 12:59:00,93.746,0.0,0.5,0
2014-04-03 13:04:00,92.5,0.0,0.5,0
2014-04-03 13:09:00,96.594,0.05,0.5,0
2014-04-03 13:14:00,93.958,0.0,0.5,0
2014-04-03 13:19:00,94.084,0.0,0.5,0
2014-04-03 13:24:00,93.904,0.0,0.5,0
2014-04-03 13:29:00,94.572,0.0,0.5,0
2014-04-03 13:34:00,95.17,0.0,0.5,0
2014-04-03 13:39:00,94.292,0.0,0.5,0
2014-04-03 13:44:00,95.266,0.0,0.5,0
2014-04-03 13:49:00,94.876,0.0,0.5,0
2014-04-03 13:54:00,94.834,0.0,0.5,0
2014-04-03 13:59:00,96.626,0.025,0.5,0
2014-04-03 14:04:00,90.29,0.05,0.5,0
2014-04-03 14:09:00,93.916,0.0,0.5,0
2014-04-03 14:14:00,94.374,0.0,0.5,0
2014-04-03 14:19:00,93.772,0.0,0.5,0
2014-04-03 14:24:00,93.666,0.0,0.5,0
2014-04-03 14:29:00,94.542,0.0,0.5,0
2014-04-03 14:34:00,93.792,0.0,0.5,0
2014-04-03 14:39:00,92.0,0.025,0.5,0
2014-04-03 14:44:00,94.66,0.0,0.5,0
2014-04-03 14:49:00,95.666,0.0,0.5,0
2014-04-03 14:54:00,95.208,0.0,0.5,0
2014-04-03 14:59:00,92.874,0.0,0.5,0
2014-04-03 15:04:00,91.708,0.0,0.5,0
2014-04-03 15:09:00,91.334,0.05,0.5,0
2014-04-03 15:14:00,92.45,0.0,0.5,0
2014-04-03 15:19:00,94.19,0.0,0.5,0
2014-04-03 15:24:00,90.042,0.05,0.5,0
2014-04-03 15:29:00,92.394,0.0,0.5,0
2014-04-03 15:34:00,92.584,0.025,0.5,0
2014-04-03 15:39:00,91.708,0.025,0.5,0
2014-04-03 15:44:00,91.768,0.05,0.5,0
2014-04-03 15:49:00,91.834,0.0,0.5,0
2014-04-03 15:54:00,90.708,0.025,0.5,0
2014-04-03 15:59:00,87.542,0.05,0.5,0
2014-04-03 16:04:00,91.108,0.05,0.5,0
2014-04-03 16:09:00,92.5,0.0,0.5,0
2014-04-03 16:14:00,92.75,0.0,0.5,0
2014-04-03 16:19:00,90.292,0.025,0.5,0
2014-04-03 16:24:00,90.968,0.05,0.5,0
2014-04-03 16:29:00,92.792,0.0,0.5,0
2014-04-03 16:34:00,94.292,0.025,0.5,0
2014-04-03 16:39:00,94.958,0.0,0.5,0
2014-04-03 16:44:00,93.958,0.0,0.5,0
2014-04-03 16:49:00,93.584,0.0,0.5,0
2014-04-03 16:54:00,96.042,0.025,0.5,0
2014-04-03 16:59:00,92.292,0.025,0.5,0
2014-04-03 17:04:00,94.166,0.0,0.5,0
2014-04-03 17:09:00,93.458,0.0,0.5,0
2014-04-03 17:14:00,93.378,0.0,0.5,0
2014-04-03 17:19:00,94.03,0.025,0.5,0
2014-04-03 17:24:00,94.708,0.0,0.5,0
2014-04-03 17:29:00,93.126,0.0,0.5,0
2014-04-03 17:34:00,94.75,0.0,0.5,0
2014-04-03 17:39:00,92.75,0.0,0.5,0
2014-04-03 17:44:00,96.216,0.0,0.5,0
2014-04-03 17:49:00,94.75,0.0,0.5,0
2014-04-03 17:54:00,94.608,0.0,0.5,0
2014-04-03 17:59:00,94.288,0.0,0.5,0
2014-04-03 18:04:00,91.5,0.025,0.5,0
2014-04-03 18:09:00,96.256,0.0,0.5,0
2014-04-03 18:14:00,95.418,0.0,0.5,0
2014-04-03 18:19:00,93.998,0.0,0.5,0
2014-04-03 18:24:00,94.934,0.0,0.5,0
2014-04-03 18:29:00,93.734,0.0,0.5,0
2014-04-03 18:34:00,91.556,0.0,0.5,0
2014-04-03 18:39:00,94.03,0.0,0.5,0
2014-04-03 18:44:00,91.766,0.0,0.5,0
2014-04-03 18:49:00,93.25,0.0,0.5,0
2014-04-03 18:54:00,94.376,0.0,0.5,0
2014-04-03 18:59:00,94.452,0.0,0.5,0
2014-04-03 19:04:00,91.922,0.0,0.5,0
2014-04-03 19:09:00,93.334,0.0,0.5,0
2014-04-03 19:14:00,93.0,0.0,0.5,0
2014-04-03 19:19:00,92.2,0.0,0.5,0
2014-04-03 19:24:00,92.8,0.0,0.5,0
2014-04-03 19:29:00,92.052,0.0,0.5,0
2014-04-03 19:34:00,93.25,0.0,0.5,0
2014-04-03 19:39:00,92.376,0.0,0.5,0
2014-04-03 19:44:00,92.958,0.0,0.5,0
2014-04-03 19:49:00,93.84,0.0,0.5,0
2014-04-03 19:54:00,93.876,0.0,0.5,0
2014-04-03 19:59:00,93.252,0.0,0.5,0
2014-04-03 20:04:00,92.698,0.0,0.5,0
2014-04-03 20:09:00,93.512,0.0,0.5,0
2014-04-03 20:14:00,93.292,0.0,0.5,0
2014-04-03 20:19:00,94.832,0.0,0.5,0
2014-04-03 20:24:00,90.376,0.0,0.5,0
2014-04-03 20:29:00,93.792,0.0,0.5,0
2014-04-03 20:34:00,92.708,0.0,0.5,0
2014-04-03 20:39:00,95.458,0.0,0.5,0
2014-04-03 20:44:00,93.75,0.0,0.5,0
2014-04-03 20:49:00,94.624,0.0,0.5,0
2014-04-03 20:54:00,92.798,0.0,0.5,0
2014-04-03 20:59:00,93.834,0.0,0.5,0
2014-04-03 21:04:00,95.542,0.0,0.5,0
2014-04-03 21:09:00,93.64,0.0,0.5,0
2014-04-03 21:14:00,96.916,0.0,0.5,0
2014-04-03 21:19:00,92.51,0.0,0.5,0
2014-04-03 21:24:00,94.75,0.0,0.5,0
2014-04-03 21:29:00,94.034,0.0,0.5,0
2014-04-03 21:34:00,94.734,0.0,0.5,0
2014-04-03 21:39:00,88.506,0.025,0.5,0
2014-04-03 21:44:00,91.0,0.0,0.5,0
2014-04-03 21:49:00,94.208,0.0,0.5,0
2014-04-03 21:54:00,94.542,0.0,0.5,0
2014-04-03 22:04:00,92.9633,0.0,0.5,0
2014-04-03 22:09:00,96.326,0.0,0.5,0
2014-04-03 22:14:00,94.866,0.0,0.5,0
2014-04-03 22:19:00,94.67,0.0,0.5,0
2014-04-03 22:24:00,93.362,0.0,0.5,0
2014-04-03 22:29:00,92.5,0.0,0.5,0
2014-04-03 22:34:00,92.924,0.0,0.5,0
2014-04-03 22:39:00,94.708,0.0,0.0445655,0
2014-04-03 22:44:00,96.374,0.025,0.0547993,0
2014-04-03 22:49:00,96.044,0.0,0.0547993,0
2014-04-03 22:54:00,96.042,0.025,0.0807567,0
2014-04-03 22:59:00,92.584,0.0,0.0807567,0
2014-04-03 23:04:00,93.958,0.0,0.0807567,0
2014-04-03 23:09:00,92.75,0.0,0.0807567,0
2014-04-03 23:14:00,95.25,0.0,0.0807567,0
2014-04-03 23:19:00,94.874,0.0,0.0807567,0
2014-04-03 23:24:00,95.042,0.0,0.0807567,0
2014-04-03 23:29:00,95.542,0.0,0.0807567,0
2014-04-03 23:34:00,93.334,0.0,0.0547993,0
2014-04-03 23:39:00,93.292,0.0,0.0547993,0
2014-04-03 23:44:00,93.464,0.0,0.0445655,0
2014-04-03 23:49:00,94.376,0.0,0.0445655,0
2014-04-03 23:54:00,91.746,0.0,0.0445655,0
2014-04-03 23:59:00,95.376,0.05,0.0807567,0
2014-04-04 00:04:00,93.852,0.025,0.0968005,0
2014-04-04 00:09:00,93.416,0.0,0.0968005,0
2014-04-04 00:14:00,90.772,0.0,0.0968005,0
2014-04-04 00:19:00,93.472,0.0,0.0968005,0
2014-04-04 00:24:00,94.834,0.0,0.0968005,0
2014-04-04 00:29:00,92.208,0.0,0.0968005,0
2014-04-04 00:34:00,92.416,0.0,0.0968005,0
2014-04-04 00:39:00,92.666,0.0,0.0968005,0
2014-04-04 00:44:00,93.416,0.0,0.0968005,0
2014-04-04 00:49:00,93.39,0.0,0.0547993,0
2014-04-04 00:54:00,95.026,0.0,0.0445655,0
2014-04-04 00:59:00,94.292,0.0,0.0445655,0
2014-04-04 01:04:00,94.292,0.0,0.0445655,0
2014-04-04 01:09:00,95.626,0.0,0.0445655,0
2014-04-04 01:14:00,95.088,0.0,0.0445655,0
2014-04-04 01:19:00,92.374,0.0,0.0445655,0
2014-04-04 01:24:00,94.092,0.0,0.0445655,0
2014-04-04 01:29:00,93.834,0.0,0.0445655,0
2014-04-04 01:34:00,93.672,0.0,0.0445655,0
2014-04-04 01:39:00,92.624,0.0,0.0445655,0
2014-04-04 01:44:00,91.876,0.0,0.0445655,0
2014-04-04 01:49:00,95.292,0.0,0.0445655,0
2014-04-04 01:54:00,93.25,0.0,0.0445655,0
2014-04-04 01:59:00,93.75,0.0,0.0445655,0
2014-04-04 02:04:00,93.876,0.0,0.0445655,0
2014-04-04 02:09:00,93.498,0.0,0.0445655,0
2014-04-04 02:14:00,95.708,0.0,0.0445655,0
2014-04-04 02:19:00,92.124,0.0,0.0445655,0
2014-04-04 02:24:00,93.208,0.0,0.0445655,0
2014-04-04 02:29:00,94.334,0.0,0.0445655,0
2014-04-04 02:34:00,95.086,0.0,0.0445655,0
2014-04-04 02:39:00,93.334,0.0,0.0445655,0
2014-04-04 02:44:00,92.958,0.0,0.0445655,0
2014-04-04 02:49:00,94.084,0.0,0.0445655,0
2014-04-04 02:54:00,92.458,0.0,0.0445655,0
2014-04-04 02:59:00,93.626,0.0,0.0445655,0
2014-04-04 03:04:00,93.874,0.0,0.0445655,0
2014-04-04 03:09:00,92.626,0.0,0.0445655,0
2014-04-04 03:14:00,92.792,0.0,0.0445655,0
2014-04-04 03:19:00,93.584,0.0,0.0445655,0
2014-04-04 03:24:00,94.708,0.0,0.0445655,0
2014-04-04 03:29:00,94.376,0.0,0.0445655,0
2014-04-04 03:34:00,94.542,0.0,0.0445655,0
2014-04-04 03:39:00,95.6,0.0,0.0445655,0
2014-04-04 03:44:00,94.814,0.0,0.0445655,0
2014-04-04 03:49:00,94.416,0.0,0.0445655,0
2014-04-04 03:54:00,96.416,0.0,0.0445655,0
2014-04-04 03:59:00,95.702,0.0,0.0445655,0
2014-04-04 04:04:00,94.0,0.0,0.0445655,0
2014-04-04 04:09:00,92.792,0.0,0.0445655,0
2014-04-04 04:14:00,93.742,0.0,0.0445655,0
2014-04-04 04:19:00,93.208,0.0,0.0445655,0
2014-04-04 04:24:00,93.344,0.0,0.0445655,0
2014-04-04 04:29:00,94.792,0.0,0.0445655,0
2014-04-04 04:34:00,93.5,0.0,0.0445655,0
2014-04-04 04:39:00,95.126,0.0,0.0445655,0
2014-04-04 04:44:00,92.816,0.0,0.0445655,0
2014-04-04 04:49:00,95.792,0.0,0.0445655,0
2014-04-04 04:54:00,93.542,0.0,0.0445655,0
2014-04-04 04:59:00,92.084,0.0,0.0445655,0
2014-04-04 05:04:00,95.792,0.0,0.0445655,0
2014-04-04 05:09:00,95.968,0.0,0.0445655,0
2014-04-04 05:14:00,96.278,0.0,0.0445655,0
2014-04-04 05:19:00,92.814,0.0,0.0445655,0
2014-04-04 05:24:00,95.232,0.0,0.0445655,0
2014-04-04 05:29:00,96.25,0.0,0.0445655,0
2014-04-04 05:34:00,92.96,0.0,0.0445655,0
2014-04-04 05:39:00,94.624,0.0,0.0445655,0
2014-04-04 05:44:00,92.742,0.0,0.0445655,0
2014-04-04 05:49:00,94.5,0.0,0.0445655,0
2014-04-04 05:54:00,94.042,0.0,0.0445655,0
2014-04-04 05:59:00,93.624,0.0,0.0445655,0
2014-04-04 06:04:00,91.696,0.0,0.0445655,0
2014-04-04 06:09:00,94.898,0.0,0.0445655,0
2014-04-04 06:14:00,92.522,0.0,0.0445655,0
2014-04-04 06:19:00,94.456,0.0,0.0445655,0
2014-04-04 06:24:00,91.564,0.0,0.0445655,0
2014-04-04 06:29:00,92.56,0.0,0.0445655,0
2014-04-04 06:34:00,92.49,0.0,0.0445655,0
2014-04-04 06:39:00,95.41,0.0,0.0445655,0
2014-04-04 06:44:00,96.53,0.0,0.0445655,0
2014-04-04 06:49:00,95.824,0.0,0.0445655,0
2014-04-04 06:54:00,94.526,0.0,0.0445655,0
2014-04-04 06:59:00,94.708,0.0,0.0445655,0
2014-04-04 07:04:00,93.958,0.0,0.0445655,0
2014-04-04 07:09:00,95.208,0.0,0.0445655,0
2014-04-04 07:14:00,94.292,0.0,0.0445655,0
2014-04-04 07:19:00,94.126,0.0,0.0445655,0
2014-04-04 07:24:00,93.126,0.0,0.0445655,0
2014-04-04 07:29:00,94.542,0.0,0.0445655,0
2014-04-04 07:34:00,92.432,0.0,0.0445655,0
2014-04-04 07:39:00,95.874,0.0,0.0445655,0
2014-04-04 07:44:00,92.416,0.0,0.0445655,0
2014-04-04 07:49:00,93.752,0.0,0.0445655,0
2014-04-04 07:54:00,94.208,0.0,0.0445655,0
2014-04-04 07:59:00,92.34,0.0,0.0445655,0
2014-04-04 08:04:00,91.592,0.025,0.0547993,0
2014-04-04 08:09:00,92.338,0.0,0.0547993,0
2014-04-04 08:14:00,93.632,0.0,0.0547993,0
2014-04-04 08:19:00,95.042,0.0,0.0547993,0
2014-04-04 08:24:00,93.0,0.0,0.0547993,0
2014-04-04 08:29:00,93.834,0.0,0.0547993,0
2014-04-04 08:34:00,95.458,0.0,0.0547993,0
2014-04-04 08:39:00,95.416,0.0,0.0547993,0
